,Offer ID,Manufacturer ID,Brand ID,Product Size,SIZE UOM,offer product group id,UPC,Product Description,Costco Code,Target DPCI,Sams Item Code,Generate Check Digit
0,433385,85,1553,1,ct,,077661108710,LiteHouse Dip & Spread,,,,
1,433385,85,1553,1,ct,,077661113981,LiteHouse Dip & Spread,,,,
2,433385,85,1553,1,ct,,077661114025,LiteHouse Dip & Spread,,,,
3,433385,85,1553,1,ct,,077661121924,LiteHouse Dip & Spread,,,,
4,433385,85,1553,1,ct,,077661114018,LiteHouse Dip & Spread,,,,
5,433385,85,1553,1,ct,,077661113998,LiteHouse Dip & Spread,,,,
6,433385,85,1553,1,ct,,077661123096,LiteHouse Dip & Spread,,,,
