Ticker,Last,Change %,Gap %,Relative Volume,Shares Float,Exponential Moving Average (200),Simple Moving Average (200),Pre-market Change %,Change from Open,Change from Open %,Change,Volume,Average Volume (30 day)
MYND,1.4189,1.35,1.3571428,0.4509864,4881273,1.4454978,1.474008,,-0.0001,-0.0070472164,0.0189,900,332815.34
VERU,1.49,0.6756757,1.3513514,1.9169695,41874096,1.3798165,1.362045,,-0.01,-0.6666667,0.01,4008,51033.133
XBIO,2.98,2.7586207,1.3275862,0.7099751,3326038,2.8710072,2.8685496,,0.0415,1.4122852,0.08,1000,71207.2
FLL,2.28,0.88495576,1.3274336,0.10205123,24089450,2.513204,2.5403905,,-0.01,-0.4366812,0.02,287,33913.668
IFMK,1.074,1.3207548,1.3207548,0.17587055,5375712,1.1305735,1.134886,,0,0,0.014,143,161135.9
PRTO,1.7678,1.3065902,1.3065902,0.5336617,17365142,1.7175127,1.692405,,0,0,0.0228,130,24856.166
INVE,5.14,1.5810276,1.284585,0.91625077,14755146,5.5294228,5.5793157,,0.015,0.29268292,0.08,1175,15041.767
SDI,14.6767,1.2186207,1.2413793,5.88697,15548680,14.978038,14.6644,,-0.0033,-0.022479564,0.1767,1500,10939.167
RKDA,4.2,1.4492754,1.2077295,0.81705856,3108714,4.083602,4.0582986,,0.01,0.23866348,0.06,205,103998.266
GNPX,1.29,1.1764706,1.1764706,0.18234865,6281875,1.2859211,1.2871845,,0,0,0.015,100,31088.033
CIX,13.81,1.17142,1.17142,0.7091809,1637428,13.427476,13.503692,,0,0,0.1599,258,1226.4333
TPNL,3.672,1.1570247,1.1570247,0.2664535,25572712,3.7579236,3.749699,,0,0,0.042,100,84357.234
OSMT,6.72,2.2831051,1.1415526,2.2538486,9942671,7.2129645,7.2167034,,0.075,1.1286682,0.15,5139,
PHII,4.48,1.1286682,1.1286682,0.052831784,11394814,4.5480165,4.392127,,0,0,0.05,100,14938.267
STLR,10.599,2.0606644,1.1083293,1.1641444,2654062,10.464645,10.45249,,0.0989,0.9418958,0.214,300,4746.433
OSS,2.8,1.0830325,1.0830325,0.35714287,5839291,2.7765262,2.856421,,0,0,0.03,100,20978.834
CCIH,1.48,1.0721847,1.0721847,2.7497709,25327864,1.4416761,1.463906,,0,0,0.0157,3000,265758.47
PFMT,1.415,1.0714285,1.0714285,0.26198584,33241584,1.4874787,1.5214425,,0,0,0.015,168,14758.533
PRAN,1.6069,1.062893,1.062893,0.1878287,44143532,1.7080804,1.6998285,,0,0,0.0169,100,30604.334
RDVT,7.3299,1.3256843,1.0505944,0.95984155,3434639,6.825419,6.8431845,,0.0199,0.27222982,0.0959,300,23379.967
FLGT,3.245,1.0273973,1.0273973,0.047263447,5511211,3.3224468,3.3458846,,0,0,0.033,100,14553.667
DVD,1.97,1.0256411,1.0256411,0.025067054,15397967,2.0018482,1.999025,,0,0,0.02,100,15677.634
TAIT,1.79,1.0158013,1.0158013,0.2962963,3052345,1.8345102,1.8478425,,0,0,0.018,100,36977.266
GEC,3.7,1.7881706,0.96286106,0.07467702,23383952,3.4838383,3.457617,,0.03,0.8174387,0.065,946,42840.3
STKS,2.81,0.93390805,0.93390805,0.045454547,17924364,3.0028443,3.0152235,,0,0,0.026,100,13566.733
SMSI,2.16,0.4651163,0.9302326,3.211046,17481620,2.2456207,2.2892795,,-0.01,-0.4608295,0.01,10372,176934.4
ATAI,1.09,0.9259259,0.9259259,1.0257648,33907500,1.0417252,1.023988,,0,0,0.01,1700,225493.3
ALT,3.28,0.9199717,0.9199717,2.2747676,8203540,3.2790828,3.2858386,,0,0,0.0299,1419,749454.44
RNN,1.13,0.89285713,0.89285713,0.0383318,36775544,1.1146373,1.1096935,,0,0,0.01,775,254723.47
NES,9.13,0.8839779,0.8839779,0.57251906,6282621,9.748811,9.749884,,0,0,0.08,100,5731.8667
SOL,1.69,0.8533747,0.8533747,0.13157895,0,1.597471,1.590185,,0,0,0.0143,100,53448.965
EFOI,1.19,0.84745765,0.84745765,0.16173379,9231612,1.130522,1.0898565,,0,0,0.01,100,38961.035
APDN,1.13,1.2907852,0.84259593,0.6769564,26721488,1.1241444,1.111638,,0.005,0.44444445,0.0144,2000,100362.2
ATOM,3.66,2.2346368,0.83798885,0.3182433,13038972,3.6034942,3.6061835,,0.05,1.3850416,0.08,400,76194.53
IDSY,6.02,0.83752096,0.83752096,0.15384616,13788290,6.114652,6.0626283,,0,0,0.05,100,18116.334
DTEA,2.07,0.92637736,0.8239883,0.4202666,13955546,2.0586805,2.077226,,0.0021,0.1015523,0.019,3692,586372.56
LPTH,1.84,0.82191783,0.82191783,1.3471037,20702544,1.8242778,1.825001,,0,0,0.015,300,65891.63
CNET,1.7,3.030303,0.8121212,0.3253302,10537482,1.7768816,1.783291,,0.0366,2.2003126,0.05,400,718150.56
CNFR,5,0.8064516,0.8064516,0.20842017,4522417,5.3178506,5.3677263,,0,0,0.04,100,2916.9666
TOPS,1.1499,0.78001755,0.78878176,2.9643257,19354452,1.1358706,1.139148,,-0.0001,-0.008695652,0.0089,10312,4542516.5
LAZY,5.1,0.78852195,0.78852195,0.776699,7899015,5.1237392,5.075619,,0,0,0.0399,200,14178.2
NMRKV,8.96,0.78740156,0.78740156,0.0900009,23006908,9.250541,9.293573,,0,0,0.07,100,173501.7
ROSE,3.9,1.5625,0.78125,0.62149835,8713632,3.9771128,3.9921515,,0.03,0.7751938,0.06,954,116743.93
MAGS,5.13,0.7522046,0.7522046,0.17995322,13174888,5.263578,5.3167043,,0,0,0.0383,200,20286.268
USAS,1.34,0.7518797,0.7518797,0.8888889,42748496,1.4166873,1.436947,,0,0,0.01,200,84229.9
HFBC,14.76,0.75085324,0.75085324,0.23041475,5791605,15.608751,15.765017,,0,0,0.11,100,6502
ALPN,4.835,0.7291667,0.7291667,1.447015,9937266,4.9530873,4.9899054,,0,0,0.035,1401,12909.1
STON,3.49,0.7215007,0.7215007,0.35211268,31821956,3.5877328,3.62992,,0,0,0.025,100,66814.57
SLGL,7.07,1,0.71428573,0.17909913,5336032,6.880703,6.869163,,0.02,0.28368795,0.07,200,11631.1
EVOL,1.43,0.70422536,0.70422536,0.063015945,8168996,1.5143424,1.5047106,,0,0,0.01,100,17008.7
MACK,4.31,0.46620047,0.6993007,5.614618,12802053,4.448854,4.4772005,,-0.01,-0.23148148,0.02,1521,149465.36
AWX,2.9,0.6944444,0.6944444,1.2083132,2124703,2.9634545,2.9899805,,0,0,0.02,400,272440.97
OBCI,3.72,0.68748987,0.68748987,0.19607843,3557887,3.680412,3.717977,,0,0,0.0254,100,10393.967
GSB,4.46,0.6772009,0.6772009,0.036931712,10751282,4.4302955,4.467206,,0,0,0.03,200,36970.367
VRCA,11.365,0.6643047,0.6643047,0.4411116,13096575,12.095168,12.157052,,0,0,0.075,100,39488.566
PANL,3.07,0.9868421,0.65789473,0.34188035,24184944,3.2441657,3.271779,,0.01,0.3267974,0.03,280,15820.866
RNWK,2.32,0.6507592,0.6507592,0.049312096,24046984,2.2683325,2.263202,,0,0,0.015,300,90140.6
INPX,4.82,0.49832156,0.64427346,1.4216708,1404608,4.783769,4.831236,,-0.007,-0.14501761,0.0239,1501,464129.4
HAIR,1.59,0.6329114,0.6329114,0.88419145,38202256,1.6452397,1.6581655,,0,0,0.01,1075,183996.14
SAMG,14.3,0.6333568,0.63265306,0.18040772,6579078,14.279356,14.374932,,0.0001,0.0006993056,0.09,500,11716.767
TBLTU,4.78,0.6315789,0.6315789,1.5873016,7028531,,,,0,0,0.03,100,
XTNT,3.21,0.9433962,0.6289308,2.8985507,13037597,3.1500356,3.1286786,,0.01,0.3125,0.03,1000,6533.967
TIS,1.58,1.2820513,0.6217949,3.8056393,9792286,1.524198,1.527703,,0.0103,0.6561763,0.02,13902,818709.1
CHNR,1.6285,1.1490684,0.621118,1.7896361,9448397,1.7906907,1.8373225,,0.0085,0.52469134,0.0185,1972,25536.066
NHLD,3.25,0.61919504,0.61919504,0.14827995,12134128,3.1201835,3.134535,,0,0,0.02,1000,8601.033
CATS,9.95,0.100603625,0.6036217,0.4943154,4898418,9.727681,9.601997,,-0.05,-0.5,0.01,300,57808.133
RENN,1.67,0.60240966,0.60240966,3.1088653,28498196,1.5992436,1.5989085,,0,0,0.01,3107,229419.86
LYTS,4.22,0.7159904,0.5966587,0.5474026,25239118,4.206214,4.1853533,,0.005,0.118623964,0.03,1078,76589.63
TESS,11.85,0.5942275,0.5933786,0.5181347,6129742,11.4506855,11.38959,,0.0001,0.00084388896,0.07,715,17015.268
GSUM,4.28,0.5875441,0.5875441,0.11904762,29437814,4.263995,4.2645106,,0,0,0.025,200,61043.035
MKGI,1.38,0.58309036,0.58309036,1.5503876,5459924,1.4505817,1.4337305,,0,0,0.008,100,10992.267
LMB,4.4,0.5714286,0.5714286,0.1284257,4471256,4.662025,4.636498,,0,0,0.025,209,42908.934
SMRT,1.7701,0.011300073,0.5650037,3.8781273,31034780,1.7183561,1.7005305,,-0.0098,-0.5505927,0.0002,18679,201097.4
PIXY,4.3399,1.0171779,0.5539779,0.14173006,3624564,4.3118267,4.3175764,,0.0199,0.46064815,0.0437,2682,76559.4
INTT,6.29,0.8659397,0.54522127,0.46620047,9205372,6.37702,6.37073,,0.02,0.31897926,0.054,200,24849
IRIX,4.75,0.52910054,0.52910054,0.3448276,10490746,4.852747,4.855361,,0,0,0.025,100,42639.332
ALTM,7.83,1.5564202,0.51880676,7.574654,37354790,7.886848,7.8570695,,0.08,1.032258,0.12,41600,479698.84
AEHR,1.94,0.5181347,0.5181347,0.44381043,19654946,1.9597424,1.957324,,0,0,0.01,100,43265.434
RCMT,3.99,0.50884175,0.50884175,2.0807323,11197811,4.040084,4.097808,,0,0,0.0202,400,11878.967
SGBX,3.3799,0.50252753,0.50252753,0.091583475,3090247,3.7523797,3.8580854,,0,0,0.0169,300,12452.066
ARDS,12.42,3.9330544,0.50209206,0.90909094,4452859,12.420553,12.451667,,0.41,3.4138217,0.47,200,2101.6
AST,1.19,0.48978212,0.48978212,0.11052777,33325548,1.1623764,1.157764,,0,0,0.0058,200,286952.66
IMH,4.15,1.2195122,0.4878049,0.4803131,12011680,4.2063046,4.202834,,0.03,0.7281553,0.05,405,27043.232
DXYN,1.3675,0.4849732,0.4849732,1.0186757,13795370,1.3700737,1.3624855,,0,0,0.0066,1500,53571.066
ULBI,7.545,0.46604526,0.46604526,0.12094823,14456921,7.3960195,7.381731,,0,0,0.035,100,23954.367
PDEX,14.3899,0.4944445,0.46022445,0.120496444,3044259,14.259424,14.323269,,0.0049,0.03406326,0.0708,200,38821.3
MCF,3.72,0.18313046,0.45243993,1.6572176,25636048,3.672823,3.650616,,-0.01,-0.2680965,0.0068,8360,336357.7
IMXI,12,0.5025126,0.41876048,2.6086957,12690239,11.939871,11.812196,,0.01,0.083402835,0.06,600,43643.4
LND,3.966,0.41268957,0.41268957,0.47619048,27350818,3.867778,3.874309,,0,0,0.0163,1000,12045
GV,2.47,0.81632656,0.40816328,0.9501188,20941704,2.5087633,2.51417,,0.01,0.40650406,0.02,600,63214.1
DGICB,12.33,0.40716612,0.40716612,0.14551805,27060548,13.695651,13.613789,,0,0,0.05,100,2240.1667
MGTX,13.2,0.47803184,0.40191212,0.24195148,27386632,12.831802,12.815165,,0.01,0.075815015,0.0628,366,25913.1
PACQ,9.84,0.49635395,0.3942235,0.86580086,41400000,9.756209,9.748109,,0.01,0.1017294,0.0486,500,90895.5
INNT,2.55,0.39370078,0.39370078,2.8582978,12948954,2.6340346,2.6534355,,0,0,0.01,2475,265411.88
DDE,2.52,0.39040715,0.38243964,3.1802895,16258641,2.4041052,2.3468904,,0.0002,0.007937138,0.0098,4350,35608.465
USWS,7.88,0.3821656,0.3821656,0.7296137,1184527,,,,0,0,0.03,100,457800.38
MDLY,5.4,0.37174723,0.37174723,0.20189784,5340086,5.513516,5.52473,,0,0,0.02,100,24366.434
IMDZ,1.355,0.37037036,0.37037036,3.0396717,47555188,1.3419412,1.3354685,,0,0,0.005,3333,655486.4
UTI,2.75,0.3649635,0.3649635,0.34381858,21521664,2.7324164,2.737838,,0,0,0.01,188,48264.133
ANIX,3.8897,0.36381462,0.36381462,0.47796863,16230530,3.936626,3.922961,,0,0,0.0141,1000,152844.86
SAEX,3.8436,0.3550914,0.3550914,0.08873115,2670424,4.004022,4.0765696,,0,0,0.0136,100,124222.164
SIC,8.69,0.34642032,0.34642032,0.8333333,13319815,8.552943,8.52087,,0,0,0.03,100,8807.934
CLCT,13.4899,0.33395314,0.33469692,0.0615574,7860776,13.561808,13.5739975,,-0.0001,-0.00074128987,0.0449,303,21077.9
ICAD,3.23,0.3292539,0.3292539,0.1010101,14021545,3.0646672,3.05659,,0,0,0.0106,100,66163.3
ACTG,3.09,0.32467532,0.32467532,7.138204,47454110,3.0436728,3.050849,,0,0,0.01,6575,105252.7
NAP,2.5482,0.32283464,0.32283464,1.8044337,8769114,2.5676718,2.550247,,0,0,0.0082,2100,98400.164
CANF,1.44,0.32046816,0.32046816,0.07887679,39934790,1.4692477,1.4618335,,0,0,0.0046,100,130774.37
PEIX,1.6,0.31347963,0.31347963,3.6542306,42753856,1.5688167,1.5730464,,0,0,0.005,3291,461801.97
MESA,12.82,0.15625,0.3125,1.1148075,22221516,13.335094,13.451414,,-0.02,-0.15576324,0.02,1575,134579.77
MGEN,3.27,0.61538464,0.30769232,4.7316833,27111852,3.2868752,3.2922895,,0.01,0.30674848,0.02,3862,173086.3
RWGE,9.88,0.81632656,0.30612245,0.032694697,30000000,9.789107,9.777371,,0.05,0.508647,0.08,1100,61730.6
MUDS,9.86,0.3051882,0.3051882,0.025252525,20800000,9.803239,9.797401,,0,0,0.03,1000,38250.8
CDXC,3.35,0.2994012,0.2994012,1.3088878,34068596,3.3946292,3.4119945,,0,0,0.01,1078,114673.766
IIJI,10.69,0.2814259,0.2814259,0.20408164,25558456,10.207992,10.020195,,0,0,0.03,100,3037.2
LPTX,3.63,0.8333333,0.2777778,0.45496967,13223852,3.7055752,3.712095,,0.02,0.55401665,0.03,1414,64385.867
HMTA,14.54,0.27586207,0.27586207,0.63941723,5504577,14.6996975,14.724755,,0,0,0.04,100,3174.1333
HIHO,3.68,0.27247956,0.27247956,0.77160496,2277798,3.809364,3.8223815,,0,0,0.01,300,7894.467
CVV,4.49,0.27245522,0.27245522,1.2344656,5317446,4.4858003,4.417695,,0,0,0.0122,100,26291.367
YGYI,6.74,0.5970149,0.2716418,0.17519271,7389617,6.778421,6.870455,,0.0218,0.32449168,0.04,1800,346586.2
HNRG,5.6,0.17889088,0.26833633,1.8488085,19474982,5.658696,5.6854987,,-0.005,-0.08920607,0.01,900,56303.035
FELP,3.74,0.2680965,0.2680965,0.24691358,29815712,3.8082962,3.8403685,,0,0,0.01,180,15915.3
ICCC,7.5,0.26737967,0.26737967,0.578369,3900363,8.031396,8.255199,,0,0,0.02,200,3718.7334
PXLW,3.81,0.2631579,0.2631579,5.3534765,31765680,3.8653738,3.8637404,,0,0,0.01,13820,254134.8
EMMS,3.84,0.2610966,0.2610966,3.9588282,10655410,4.0025625,4.036868,,0,0,0.01,2500,23068.6
MYSZ,1.0399,0.26031622,0.26031622,0.0638896,24596440,1.0604452,1.0632395,,0,0,0.0027,150,332915.8
CSS,11.74,0.25619128,0.25619128,0.27179536,8593349,11.807936,11.801704,,0,0,0.03,289,25758.8
ALRN,2.12,0.15117158,0.25510204,0.92378753,6980374,2.1272306,2.085171,,-0.0022,-0.10366601,0.0032,600,68205.164
FRAN,1.985,0.25252524,0.25252524,1.5444098,35756200,1.9785056,1.969431,,0,0,0.005,59518,1166531.9
MCEP,1.0495,0.24835227,0.24835227,2.5538435,24600148,1.0694846,1.0626734,,0,0,0.0026,3000,53753.766
IEA,8.15,0.24600247,0.24600247,3.096566,19921268,8.03108,8.039122,,0,0,0.02,1055,48860.2
PCTI,4.08,0.24570024,0.24570024,2.9214582,17013784,4.179352,4.1488585,,0,0,0.01,2388,51014.535
GLMD,8.26,0.121212125,0.24242425,0.90595984,16464365,8.402236,8.41071,,-0.01,-0.12091898,0.01,605,158277.44
XBIT,4.21,0.23809524,0.23809524,1.1069294,20270340,4.17458,4.1768427,,0,0,0.01,700,40251.4
ORN,4.34,0.23094688,0.23094688,4.3393345,27613036,4.289486,4.273306,,0,0,0.01,3977,300335.16
SBPH,11.04,0.22696324,0.22696324,0.36317414,14031207,11.644116,11.692383,,0,0,0.025,100,50762.832
NATR,8.92,0.2247191,0.2247191,0.8333333,18001108,9.052479,9.073861,,0,0,0.02,100,11139.1
PFIN,7.9731,0.2237502,0.2237502,0.14048101,2017835,8.015065,8.073252,,0,0,0.0178,125,3382.8333
PICO,9.55,0.31512606,0.21533613,3.2085335,21056164,9.663033,9.673928,,0.0095,0.0995755,0.03,3805,78403.97
CYD,14.05,0.28551036,0.21413276,1.4665984,17376080,14.036745,14.020313,,0.01,0.07122507,0.04,573,45478.668
APEN,4.09,0.21071202,0.21071202,0.63237774,14462536,3.683635,3.590353,,0,0,0.0086,300,75624.47
TIBR,9.74,0.20576131,0.20576131,0.09532525,10687500,9.649571,9.647927,,0,0,0.02,1000,17243.732
LACQ,9.76,0.2053388,0.2053388,0.08334336,21435208,,,,0,0,0.02,970,75452.63
SNDX,4.88,0.2053388,0.2053388,5.6563787,24835752,5.02897,5.1106806,,0,0,0.01,6726,341958.66
IEC,5.33,0.20303805,0.20303805,0.2071251,8908522,5.2064996,5.1807194,,0,0,0.0108,100,17309.666
SBBP,4.94,0.20283976,0.20283976,0.7864108,47029420,4.967797,4.959687,,0,0,0.01,500,669594.9
CVM,3.15,0.5201519,0.2010403,4.647672,26671372,3.1366398,3.154231,,0.01,0.31847134,0.0163,3654,288275.5
REFR,1.3527,0.2,0.2,0.0449964,22839340,1.2973944,1.2573925,,0,0,0.0027,450,43535.367
JTPY,5.05,0.1984127,0.1984127,0.06058036,7365549,5.0236692,5.0227065,,0,0,0.01,1397,416308.53
VTIQU,10.15,0.19743337,0.19743337,0.11246696,20785310,10.101922,10.099386,,0,0,0.02,200,18011.268
CDMO,5.11,0.19607843,0.19607843,4.602492,49484030,5.141221,5.1690006,,0,0,0.01,3103,208443.23
ATTO,5.14,0.390625,0.1953125,3.264809,24817868,5.164639,5.145661,,0.01,0.19493178,0.02,8576,103816.734
LHC.U,10.27,0.19512194,0.19512194,0.08928572,20000000,10.179172,10.1619215,,0,0,0.02,100,9328.634
GPAQU,10.45,0.09578544,0.19157088,0.5479452,12425000,10.276988,10.277727,,-0.01,-0.0956023,0.01,400,22906.566
HYACU,10.49,0.19102196,0.19102196,2.1872265,33000000,10.348064,10.341318,,0,0,0.02,400,95527.9
EHIC,10.54,0.3809524,0.1904762,3.8574939,20000000,10.6707735,10.712241,,0.02,0.19011407,0.04,628,82751.734
CMSSU,10.6,0.18903592,0.18903592,0.3677085,18000000,10.569586,10.547666,,0,0,0.02,11000,40930.3
VVUS,2.665,0.18796992,0.18796992,0.15353908,10351708,2.7647018,2.7785084,,0,0,0.005,100,85408.4
SPRT,2.71,0.18484288,0.18484288,2.1555948,16073185,2.7224488,2.732252,,0,0,0.005,100,30767.5
TGH,11.13,0.08992806,0.17985612,3.746554,23693508,11.155264,11.156189,,-0.01,-0.08976661,0.01,4077,116151.13
ARTX,2.82,0.17761989,0.17761989,0.58851224,23896872,2.748309,2.748835,,0,0,0.005,500,104563.7
GSIT,5.67,0.71047956,0.17761989,0.18611576,14484288,5.6559696,5.668846,,0.03,0.5319149,0.04,400,29438.5
CELP,6.4714,0.1764706,0.1764706,0.2982404,4428440,6.48293,6.403795,,0,0,0.0114,200,11725.467
ASYS,5.69,0.35273367,0.17636684,0.15516621,14736980,5.557972,5.56805,,0.01,0.17605634,0.02,302,93455.266
TIPT,5.75,0.17421603,0.17421603,3.2885907,25049304,5.707763,5.6751204,,0,0,0.01,2744,19654.666
PNTR,11.62,0.1724138,0.1724138,0.34867504,6051759,11.972859,12.101731,,0,0,0.02,100,11569.934
MFNC,14.935,0.16767271,0.16767271,1.3858093,10177632,15.500607,15.503011,,0,0,0.025,1000,6275.567
CLPS,5.99,0.16722408,0.16722408,3.6322799,3616003,5.861086,5.785972,,0,0,0.01,6873,21412.533
INAP,6.02,0.33333334,0.16666667,2.9082966,24191288,6.006766,5.999993,,0.01,0.16638935,0.02,8122,744131.7
KALA,6.03,0.16611296,0.16611296,4.5658045,32651470,6.0924487,6.0998964,,0,0,0.01,9301,289514.1
TLF,6.23,0.1607717,0.1607717,0.1,8792096,6.5349536,6.5699663,,0,0,0.01,100,15571.434
LQDT,6.44,0.15552099,0.15552099,0.05369416,25833404,6.4079323,6.393033,,0,0,0.01,2636,54045.133
AIRI,1.3,0.9395139,0.15529156,1.3087579,21254566,1.15299,1.0832883,,0.0101,0.7830064,0.0121,6245,44770.035
CPIX,6.45,0.1552795,0.1552795,3.9675174,9111470,6.3629637,6.456971,,0,0,0.01,100,17800.7
GFN,12.82,0.15468508,0.15468508,1.0643172,13865525,12.961181,12.92718,,0,0,0.0198,604,72875.8
NRCG,6.65,0.15060242,0.15060242,0.22222222,26456250,7.5982447,7.658532,,0,0,0.01,1000,65096.266
OMER,13.76,0.071999475,0.14472622,2.9100342,46094580,13.654022,13.697206,,-0.01,-0.07262164,0.0099,22212,843440.3
SSNT,2.31,0.1387203,0.1387203,0.82855004,1757793,3.4478836,3.6141255,,0,0,0.0032,1660,3052.3667
TEDU,7.24,0.1383126,0.1383126,1.2568077,15300000,7.223382,7.2277675,,0,0,0.01,300,73846.87
WVFC,14.87,0.13468014,0.13468014,0.3422156,1453098,14.930332,15.110927,,0,0,0.02,253,2359.6333
FOMX,3.88,0.5181347,0.12953368,1.9797102,48134964,3.9183013,3.940968,,0.015,0.38809833,0.02,4742,652646.4
DSPG,11.9,0.12620951,0.12620951,0.4,21480946,11.870687,11.834695,,0,0,0.015,100,97940.664
ELF,12.14,0.08244023,0.12366035,2.82655,22963416,12.146874,12.13758,,-0.005,-0.041169204,0.01,9556,613492.06
NTWK,6.53,0.12266176,0.12266176,2.0731246,10249683,6.5853524,6.583434,,0,0,0.008,1100,168927.56
MPO,8.21,0.12195122,0.12195122,2.5243285,24293822,8.339774,8.360918,,0,0,0.01,1297,114768.53
PDFS,8.37,0.23952095,0.119760476,4.542741,27539992,8.382092,8.361946,,0.01,0.119617224,0.02,5022,254562.03
VIRC,4.395,0.113895215,0.113895215,0.077712156,13135816,4.249285,4.1552367,,0,0,0.005,100,4935.7334
LFAC,9.69,0.10330579,0.10330579,8.5353365,15525000,9.616453,9.607723,,0,0,0.01,100000,60921.5
GSAH,9.85,0.101626016,0.101626016,0.07462686,2795464,9.794809,9.7837715,,0,0,0.01,200,22675.2
LKSD,9.92,0.2020202,0.1010101,5.5456595,32562974,9.949951,9.961195,,0.01,0.100908175,0.02,10585,846181.56
BRAC,10,0.1001001,0.1001001,0.31506887,14245000,9.823102,9.81343,,0,0,0.01,2200,19897.2
CMSS,10.07,0.099403575,0.099403575,2.5405388,18000000,10.056441,10.063087,,0,0,0.01,14696,169614.56
EAGL,10.1,0.099108025,0.099108025,0.17342044,32500000,10.1072235,10.11867,,0,0,0.01,646,201810.3
KBLM,10.14,0.09871668,0.09871668,1.7166792,4090688,10.017195,10.015466,,0,0,0.01,5000,11654.634
UFAB,6.23,0.09800929,0.09800929,0.38971162,8222550,6.6807404,6.762243,,0,0,0.0061,100,6357.9
TDACU,10.25,0.09765625,0.09765625,0.25015834,18650000,10.099439,10.085152,,0,0,0.01,474,29970.334
CWBC,10.41,0.09615385,0.09615385,0.042124774,5603134,10.962485,11.110855,,0,0,0.01,100,7091.067
USDP,10.42,0.09606148,0.09606148,0.16,9384370,10.394339,10.359068,,0,0,0.01,300,46363.832
HRZN,11.46,0.08733624,0.08733624,2.0662868,10913035,11.510826,11.587307,,0,0,0.01,798,107206.4
PRTA,11.48,0.08718396,0.08718396,2.2270832,39848050,11.559087,11.459251,,0,0,0.01,15170,453789.16
VUZI,5.66,0.08133819,0.08133819,3.346194,23587348,5.7348137,5.761189,,0,0,0.0046,3209,241163.7
ADTN,12.51,0.08,0.08,5.909547,47258176,12.575327,12.57527,,0,0,0.01,7657,400624
ECOR,6.41,0.07806401,0.07806401,0.09170105,13129116,6.1558356,6.119059,,0,0,0.005,100,72487.2
BOXL,2.2166,0.37130955,0.072450645,1.2452525,5224049,2.2181203,2.212724,,0.0066,0.29864255,0.0082,2000,1109714.1
BE,14.39,0.13917884,0.06958942,2.1835177,20514996,14.556585,14.558083,,0.01,0.06954103,0.02,8550,557009.7
VSI,7.22,0.13869625,0.06934813,1.4533988,19763512,7.201076,7.2338786,,0.005,0.06930007,0.01,5001,531470.8
NYNY,14.53,0.06887052,0.06887052,0.22241993,3451855,14.452496,14.403942,,0,0,0.01,100,18191.232
RCII,14.595,0.03427005,0.0685401,3.5364563,48946548,14.595865,14.595762,,-0.005,-0.034246575,0.005,9361,726970.1
BFIN,14.84,0.27027026,0.067567565,5.362226,14719613,14.821159,14.875874,,0.03,0.20256583,0.04,3353,49979.465
RBCN,8.36,0.059844404,0.059844404,0.28089887,2620716,8.024548,7.988897,,0,0,0.005,100,7562.067
DAKT,8.67,0.11547344,0.05773672,1.4561982,36533250,8.674277,8.665498,,0.005,0.057703406,0.01,1634,128615.97
HQCL,9.7,0.10319918,0.05159959,1.1825726,42229460,9.693704,9.693338,,0.005,0.051572975,0.01,570,71464.97
CCXI,10.0073,0.073,0.05,2.2425249,30668984,10.072988,10.177832,,0.0023,0.022988506,0.0073,2700,172797.8
ABIL,2.82,0.049670048,0.049670048,1.4746506,1639363,2.8368099,2.824863,,0,0,0.0014,5509,1463472.8
ARAV,5.55,0.045065343,0.045065343,0.4347826,8142527,5.750713,5.727759,,0,0,0.0025,100,56103.8
CORI,12.7,0.078802206,0.039401103,2.3236938,35822430,12.686332,12.686815,,0.005,0.039385583,0.01,109818,924896.9
RDNT,12.8,0.07818608,0.03909304,3.1480436,40061856,12.741934,12.724426,,0.005,0.039077766,0.01,3902,245291.27
STRL,12.97,0.07716049,0.038580246,3.2478828,25645104,12.9454775,12.92648,,0.005,0.038565367,0.01,2838,185201.97
CTMX,13.6,0.2210759,0.036845982,3.4872234,43831348,13.670395,13.722704,,0.025,0.18416207,0.03,18778,418630.62
RFL,8.3128,0.033694346,0.033694346,3.7313433,10577334,8.403381,8.438105,,0,0,0.0028,1250,10207.3
CTK,6.3989,0.02188355,0.02188355,0.31948882,1,6.1574554,6.0799026,,0,0,0.0014,100,66956.1
TGC,1.0201,0.009803922,0.009803922,0.21070375,10465975,1.065645,1.0615815,,0,0,0.0001,100,15452.3
AKER,1.5999,0.63530004,0.0062900996,3.4725232,12467967,1.6417615,1.6399775,,0.01,0.6289704,0.0101,3526,1250048
AHPI,1.9708,0.005074339,0.005074339,0.1490091,2226872,2.0846543,2.114299,,0,0,0.0001,500,14509.7
WEI,10.0015,0.0049995002,0.0049995002,0.06684268,4500000,10.006932,10.010266,,0,0,0.0005,291,
PBT,6.9,0.004348015,0.004348015,0.082747206,44075136,6.991082,7.0079045,,0,0,0.0003,1004,91592.8
PVL,2.48,0.0040324205,0.0040324205,1.7027073,22507762,2.5102265,2.51629,,0,0,0.0001,2000,114619.1
SPAR,7.93,0.0037832453,0.0037832453,2.1929138,31281894,7.885931,7.887208,,0,0,0.0003,2519,437801.06
CRT,14.1695,0.0028230445,0.0028230445,3.8461537,6000000,14.383345,14.385878,,0,0,0.0004,2000,20866.033
NSYS,4.68,0.0021367979,0.0021367979,0.25670645,993036,4.8221884,4.846837,,0,0,0.0001,1000,9187.634
HUNT,10.15,0.0009852314,0.0009852314,0.7006173,9679825,9.979111,9.957442,,0,0,0.0001,227,17001.3
